2011-01-30T18:48:00+03:00	24
2011-01-30T21:09:00+03:00	11
2011-01-31T10:57:00+03:00	4
2011-01-31T11:05:00+03:00	1
2011-01-31T16:02:00+03:00	2
2011-01-31T16:15:00+03:00	2
2011-02-01T15:06:00+03:00	1
2011-02-01T15:28:00+03:00	5
2011-02-01T15:52:00+03:00	9
2011-02-01T23:08:00+03:00	4
2011-02-02T13:09:00+03:00	7
2011-02-02T17:37:00+03:00	closed
2011-02-03T18:28:00+03:00	5
2011-02-04T14:07:00+03:00	7
2011-02-04T17:05:00+03:00	4
2011-02-07T16:21:00+03:00	2
2011-02-09T17:22:00+03:00	7
2011-02-10T19:08:00+03:00	5
2011-02-16T10:51:00+03:00	8
2011-02-18T15:24:00+03:00	6
2011-02-19T14:27:00+03:00	18
2011-02-22T13:27:00+03:00	6
2011-02-22T14:27:00+03:00	5
2011-02-27T13:52:00+03:00	2
2011-02-28T13:36:00+03:00	4
2011-03-02T00:46:00+03:00	1
2011-03-06T20:45:00+03:00	7
2011-03-06T21:17:00+03:00	13
2011-03-08T00:16:00+03:00	34
2011-03-08T02:08:00+03:00	13
2011-03-08T02:28:00+03:00	18
2011-03-08T15:59:00+03:00	9
2011-03-08T19:21:00+03:00	11
2011-03-09T00:38:00+03:00	6
2011-03-09T14:25:00+03:00	9
2011-03-09T14:43:00+03:00	19
2011-03-09T16:33:00+03:00	16
2011-03-11T11:25:00+03:00	4
2011-03-11T11:29:00+03:00	5
2011-03-11T22:15:00+03:00	2
2011-03-14T11:47:00+03:00	8
2011-03-14T14:55:00+03:00	50
2011-03-15T01:55:00+03:00	13
2011-03-15T23:19:00+03:00	11
2011-03-15T23:42:00+03:00	7
2011-03-16T11:29:00+03:00	5
2011-03-16T14:11:00+03:00	9
2011-03-16T21:36:00+03:00	15
2011-03-17T00:48:00+03:00	10
2011-03-17T09:12:00+03:00	18
2011-03-17T15:59:00+03:00	7
2011-03-19T10:48:00+03:00	22
2011-03-20T15:15:00+03:00	4
2011-03-20T18:02:00+03:00	3
2011-03-21T19:25:00+03:00	17
2011-03-22T00:06:00+03:00	12
2011-03-22T00:08:00+03:00	18
2011-03-22T00:28:00+03:00	1
2011-03-22T10:57:00+03:00	22
2011-03-22T17:03:00+03:00	34
2011-03-22T21:20:00+03:00	17
2011-03-23T13:04:00+03:00	7
2011-03-23T15:38:00+03:00	12
2011-03-23T15:57:00+03:00	16
2011-03-23T18:52:00+03:00	4
2011-03-23T18:56:00+03:00	2
2011-03-23T19:05:00+03:00	7
2011-03-24T11:12:00+03:00	14
2011-03-24T11:14:00+03:00	6
2011-03-24T18:58:00+03:00	8
2011-03-24T23:44:00+03:00	17
2011-03-25T00:41:00+03:00	50
2011-03-25T10:55:00+03:00	20
2011-03-25T23:56:00+03:00	9
2011-03-26T00:06:00+03:00	7
2011-03-26T15:33:00+03:00	9
2011-03-26T16:11:00+03:00	12
2011-03-27T20:18:00+03:00	15
2011-03-28T10:58:00+03:00	6
2011-03-28T14:23:00+03:00	28
2011-03-29T10:35:00+03:00	19
2011-03-29T10:56:00+03:00	21
2011-03-29T20:46:00+03:00	20
2011-03-29T20:56:00+03:00	17
2011-03-30T01:00:00+03:00	26
2011-03-30T09:00:00+03:00	30
2011-03-30T13:02:00+03:00	8
2011-03-31T09:23:00+03:00	6
2011-03-31T12:32:00+03:00	10
2011-04-01T00:59:00+03:00	6
2011-04-01T01:09:00+03:00	8
2011-04-01T14:55:00+03:00	19
2011-04-01T15:07:00+03:00	18
2011-04-01T20:36:00+03:00	10
2011-04-02T03:18:00+03:00	9
2011-04-02T15:46:00+03:00	8
2011-04-02T16:23:00+03:00	7
2011-04-02T22:39:00+03:00	9
2011-04-03T12:46:00+03:00	18
2011-04-04T01:39:00+03:00	4
2011-04-05T00:43:00+03:00	34
2011-04-05T01:08:00+03:00	7
2011-04-05T20:33:00+03:00	14
2011-04-05T20:39:00+03:00	33
2011-04-06T01:06:00+03:00	9
2011-04-06T20:26:00+03:00	30
2011-04-07T01:08:00+03:00	13
2011-04-07T10:16:00+03:00	1
2011-04-07T14:49:00+03:00	5
2011-04-07T17:33:00+03:00	6
2011-04-07T19:43:00+03:00	15
2011-04-08T16:21:00+03:00	9
2011-04-09T03:50:00+03:00	24
2011-04-09T10:55:00+03:00	4
2011-04-09T14:21:00+03:00	6
2011-04-09T17:08:00+03:00	6
2011-04-09T17:41:00+03:00	2
2011-04-11T21:01:00+03:00	9
2011-04-11T23:33:00+03:00	15
2011-04-12T10:59:00+03:00	16
2011-04-12T14:12:00+03:00	7
2011-04-12T20:45:00+03:00	15
2011-04-12T21:04:00+03:00	16
2011-04-13T11:29:00+03:00	9
2011-04-13T11:36:00+03:00	3
2011-04-13T20:50:00+03:00	14
2011-04-14T16:38:00+03:00	44
2011-04-14T21:08:00+03:00	13
2011-04-15T11:43:00+03:00	14
2011-04-15T11:52:00+03:00	15
2011-04-15T15:32:00+03:00	17
2011-04-15T18:55:00+03:00	4
2011-04-15T20:46:00+03:00	15
2011-04-15T21:05:00+03:00	18
2011-04-15T21:11:00+03:00	6
2011-04-16T15:40:00+03:00	8
2011-04-16T15:57:00+03:00	11
2011-04-16T16:06:00+03:00	23
2011-04-16T16:28:00+03:00	13
2011-04-17T13:55:00+03:00	27
2011-04-18T00:49:00+03:00	11
2011-04-18T22:29:00+03:00	21
2011-04-18T22:38:00+03:00	32
2011-04-18T22:50:00+03:00	7
2011-04-18T23:00:00+03:00	22
2011-04-19T01:50:00+03:00	1
2011-04-19T04:45:00+03:00	12
2011-04-19T15:56:00+03:00	14
2011-04-20T15:21:00+03:00	14
2011-04-20T15:32:00+03:00	21
2011-04-21T11:11:00+03:00	15
2011-04-21T14:26:00+03:00	9
2011-04-21T14:49:00+03:00	13
2011-04-22T00:01:00+03:00	7
2011-04-22T10:29:00+03:00	7
2011-04-22T10:44:00+03:00	6
2011-04-22T20:23:00+03:00	5
2011-04-23T22:25:00+03:00	7
2011-04-23T22:52:00+03:00	5
2011-04-24T03:15:00+03:00	12
2011-04-25T12:46:00+03:00	9
2011-04-25T13:56:00+03:00	11
2011-04-26T10:57:00+03:00	14
2011-04-26T11:15:00+03:00	9
2011-04-26T11:25:00+03:00	18
2011-04-26T12:09:00+03:00	13
2011-04-26T14:00:00+03:00	15
2011-04-26T20:11:00+03:00	28
2011-04-26T22:17:00+03:00	6
2011-04-26T22:46:00+03:00	8
2011-04-27T09:00:00+03:00	7
2011-04-28T12:37:00+03:00	7
2011-04-28T12:48:00+03:00	25
2011-04-29T01:55:00+03:00	5
2011-04-29T02:06:00+03:00	10
2011-04-29T02:10:00+03:00	7
2011-04-29T20:47:00+03:00	6
2011-04-29T20:57:00+03:00	1
2011-04-29T21:17:00+03:00	14
2011-05-03T01:52:00+03:00	12
2011-05-03T01:59:00+03:00	21
2011-05-03T18:53:00+03:00	7
2011-05-03T18:59:00+03:00	27
2011-05-04T10:50:00+03:00	51
2011-05-05T12:06:00+03:00	5
2011-05-05T12:12:00+03:00	7
2011-05-05T12:19:00+03:00	21
2011-05-05T12:31:00+03:00	20
2011-05-06T11:21:00+03:00	13
2011-05-06T11:40:00+03:00	9
2011-05-06T11:51:00+03:00	9
2011-05-06T17:31:00+03:00	16
2011-05-10T16:31:00+03:00	20
2011-05-10T16:35:00+03:00	15
2011-05-10T18:05:00+03:00	7
2011-05-10T21:00:00+03:00	22
2011-05-11T02:27:00+03:00	58
2011-05-11T03:35:00+03:00	8
2011-05-11T12:58:00+03:00	7
2011-05-11T20:43:00+03:00	13
2011-05-11T22:35:00+03:00	9
2011-05-11T23:16:00+03:00	6
2011-05-12T11:04:00+03:00	20
2011-05-12T11:31:00+03:00	9
2011-05-12T11:42:00+03:00	10
2011-05-12T16:14:00+03:00	20
2011-05-13T04:19:00+03:00	5
2011-05-13T14:16:00+03:00	24
2011-05-13T14:48:00+03:00	7
2011-05-13T15:02:00+03:00	7
2011-05-13T15:40:00+03:00	21
2011-05-14T16:44:00+03:00	7
2011-05-14T17:06:00+03:00	7
2011-05-14T17:24:00+03:00	4
2011-05-14T21:35:00+03:00	4
2011-05-15T14:54:00+03:00	6
2011-05-15T23:04:00+03:00	30
2011-05-15T23:10:00+03:00	4
2011-05-15T23:26:00+03:00	9
2011-05-15T23:51:00+03:00	13
2011-05-16T12:25:00+03:00	17
2011-05-16T12:32:00+03:00	22
2011-05-16T16:11:00+03:00	9
2011-05-16T16:15:00+03:00	12
2011-05-16T17:56:00+03:00	16
2011-05-16T18:42:00+03:00	5
2011-05-16T19:22:00+03:00	17
2011-05-17T10:40:00+03:00	7
2011-05-17T10:43:00+03:00	21
2011-05-17T11:40:00+03:00	22
2011-05-17T17:19:00+03:00	23
2011-05-17T18:38:00+03:00	11
2011-05-17T21:12:00+03:00	6
