93694	2011-06-06T01:22:00+03:00	14
93778	2011-06-06T01:34:00+03:00	44
94198	2011-06-06T12:46:00+03:00	20
94303	2011-06-06T12:59:00+03:00	20
94542	2011-06-06T15:08:00+03:00	4
94742	2011-06-06T15:22:00+03:00	28
95183	2011-06-06T20:41:00+03:00	17
95724	2011-06-07T11:16:00+03:00	2
95844	2011-06-07T15:34:00+03:00	12
96223	2011-06-07T16:06:00+03:00	14
96467	2011-06-07T18:11:00+03:00	15
96696	2011-06-07T20:34:00+03:00	6
96803	2011-06-07T20:38:00+03:00	17
97026	2011-06-07T21:27:00+03:00	10
97515	2011-06-08T09:56:00+03:00	9
97773	2011-06-08T10:04:00+03:00	11
98006	2011-06-08T11:33:00+03:00	10
98154	2011-06-08T13:00:00+03:00	11
98334	2011-06-08T13:05:00+03:00	9
98653	2011-06-08T13:08:00+03:00	4
98851	2011-06-08T13:18:00+03:00	13
99324	2011-06-08T14:31:00+03:00	16
99687	2011-06-08T15:20:00+03:00	3
99878	2011-06-08T16:30:00+03:00	5
100556	2011-06-08T17:56:00+03:00	10
101034	2011-06-09T11:14:00+03:00	11
101202	2011-06-09T11:18:00+03:00	7
101376	2011-06-09T11:21:00+03:00	6
101709	2011-06-09T21:38:00+03:00	12
102067	2011-06-09T21:40:00+03:00	17
102256	2011-06-09T21:59:00+03:00	20
102401	2011-06-09T22:29:00+03:00	31
102660	2011-06-10T10:40:00+03:00	4
103379	2011-06-10T11:23:00+03:00	13
103587	2011-06-10T12:16:00+03:00	11
103739	2011-06-10T18:44:00+03:00	4
104165	2011-06-11T00:18:00+03:00	3
104246	2011-06-11T00:23:00+03:00	10
104569	2011-06-11T00:28:00+03:00	6
104851	2011-06-11T00:39:00+03:00	15
105711	2011-06-11T13:13:00+03:00	12
105883	2011-06-11T19:23:00+03:00	7
106027	2011-06-13T20:15:00+03:00	16
106347	2011-06-13T20:19:00+03:00	6
106611	2011-06-14T01:19:00+03:00	32
107079	2011-06-14T18:02:00+03:00	28
107387	2011-06-14T18:16:00+03:00	21
107770	2011-06-14T18:24:00+03:00	21
108004	2011-06-14T23:18:00+03:00	9
108202	2011-06-14T23:32:00+03:00	12
109032	2011-06-15T11:22:00+03:00	11
109270	2011-06-15T18:34:00+03:00	8
109417	2011-06-15T18:52:00+03:00	6
109754	2011-06-15T19:20:00+03:00	31
109968	2011-06-15T21:45:00+03:00	44
110383	2011-06-16T12:26:00+03:00	19
110828	2011-06-16T13:31:00+03:00	7
110997	2011-06-16T17:21:00+03:00	5
111235	2011-06-16T17:28:00+03:00	12
111721	2011-06-16T21:50:00+03:00	4
111928	2011-06-16T21:59:00+03:00	33
112316	2011-06-16T22:12:00+03:00	19
112550	2011-06-16T23:27:00+03:00	47
112775	2011-06-16T23:38:00+03:00	47
113271	2011-06-17T10:57:00+03:00	14
113421	2011-06-17T11:18:00+03:00	2
114061	2011-06-17T11:24:00+03:00	5
112929	2011-06-17T12:57:00+03:00	29
114569	2011-06-17T17:32:00+03:00	8
114781	2011-06-17T17:40:00+03:00	16
115152	2011-06-17T18:13:00+03:00	7
115301	2011-06-17T18:21:00+03:00	9
115837	2011-06-18T10:32:00+03:00	12
116173	2011-06-18T13:27:00+03:00	3
116420	2011-06-18T13:28:00+03:00	4
116555	2011-06-18T13:39:00+03:00	6
116873	2011-06-18T16:36:00+03:00	11
117145	2011-06-18T23:46:00+03:00	17
117384	2011-06-19T12:53:00+03:00	10
117870	2011-06-19T19:46:00+03:00	15
118122	2011-06-19T23:55:00+03:00	21
118541	2011-06-20T14:16:00+03:00	47
118438	2011-06-20T16:12:00+03:00	31
118991	2011-06-20T16:39:00+03:00	17
119086	2011-06-20T16:51:00+03:00	10
120230	2011-06-21T15:17:00+03:00	29
120353	2011-06-21T16:33:00+03:00	21
120627	2011-06-21T21:53:00+03:00	9
121022	2011-06-22T01:50:00+03:00	17
121317	2011-06-22T11:40:00+03:00	43
121674	2011-06-22T15:54:00+03:00	5
122009	2011-06-22T16:01:00+03:00	14
122361	2011-06-22T19:48:00+03:00	7
122562	2011-06-22T23:14:00+03:00	17
