# строка, id поста, дата поста, тег, число комментов
line_id,post_id,date,tag,comment_count

1,618,2011-01-30T18:48:00+03:00,неведомая еба*ина,24
2,1682,2011-01-31T16:02:00+03:00,лобовуха,2
3,1682,2011-01-31T16:02:00+03:00,хрусты,2
4,2300,2011-02-01T15:06:00+03:00,синька и норкоманы,1
5,2300,2011-02-01T15:06:00+03:00,тп,1
6,2680,2011-02-01T15:52:00+03:00,чотке потсоны,9
7,3070,2011-02-01T23:08:00+03:00,кетай как всегда пиз**ц,4
8,3258,2011-02-02T13:09:00+03:00,вышел за пиз*юлями,7
9,3258,2011-02-02T13:09:00+03:00,чотке потсоны,7
10,3780,2011-02-03T18:28:00+03:00,чотке потсоны,5
11,3780,2011-02-03T18:28:00+03:00,это он зачем так сделал?,5
12,4601,2011-02-07T16:21:00+03:00,кетай как всегда пиз**ц,2
13,4861,2011-02-09T17:22:00+03:00,господа полицейские,7
14,4861,2011-02-09T17:22:00+03:00,погони,7
15,5380,2011-02-16T10:51:00+03:00,камера на столбе,8
16,5380,2011-02-16T10:51:00+03:00,ничего себе какой он плохой,8
17,5380,2011-02-16T10:51:00+03:00,у меня хрен проскочишь,8
18,5768,2011-02-18T15:24:00+03:00,рожы - ок!,6
19,5768,2011-02-18T15:24:00+03:00,хата - ок!,6
20,5768,2011-02-18T15:24:00+03:00,чотке потсоны,6
21,5916,2011-02-19T14:27:00+03:00,ВНЕЗАПНО!,18
22,5916,2011-02-19T14:27:00+03:00,ничего себе какой он плохой,18
23,6389,2011-02-22T13:27:00+03:00,зарубежные новости,6
24,6389,2011-02-22T13:27:00+03:00,ничего себе какой он плохой,6
25,6389,2011-02-22T13:27:00+03:00,чотке потсоны,6
26,6615,2011-02-22T14:27:00+03:00,рожы - ок!,5
27,6615,2011-02-22T14:27:00+03:00,синька и норкоманы,5
28,6615,2011-02-22T14:27:00+03:00,чотке потсоны,5
29,6897,2011-02-27T13:52:00+03:00,чотке потсоны,2
30,7095,2011-02-28T13:36:00+03:00,кетай как всегда пиз**ц,4
31,7558,2011-03-06T20:45:00+03:00,ВНЕЗАПНО!,7
32,7558,2011-03-06T20:45:00+03:00,слегка подбили,7
33,7767,2011-03-06T21:17:00+03:00,кетай как всегда пиз**ц,13
34,7946,2011-03-08T00:16:00+03:00,КИРПИЧИ,34
35,7946,2011-03-08T00:16:00+03:00,ничего себе какой он плохой,34
36,7946,2011-03-08T00:16:00+03:00,последние секунды жизни,34
37,7946,2011-03-08T00:16:00+03:00,это он зачем так сделал?,34
38,8340,2011-03-08T02:08:00+03:00,ВНЕЗАПНО!,13
39,8340,2011-03-08T02:08:00+03:00,КИРПИЧИ,13
40,8340,2011-03-08T02:08:00+03:00,лобовуха,13
41,8527,2011-03-08T02:28:00+03:00,ВНЕЗАПНО!,18
42,8527,2011-03-08T02:28:00+03:00,камера на столбе,18
43,8909,2011-03-08T15:59:00+03:00,чотке потсоны,9
44,9003,2011-03-08T19:21:00+03:00,кровь/кешки,11
45,9003,2011-03-08T19:21:00+03:00,ничего себе какой он плохой,11
46,9003,2011-03-08T19:21:00+03:00,рвёт шаблон,11
47,9003,2011-03-08T19:21:00+03:00,чотке потсоны,11
48,9003,2011-03-08T19:21:00+03:00,это он зачем так сделал?,11
49,9223,2011-03-09T00:38:00+03:00,слегка подбили,6
50,9642,2011-03-09T14:25:00+03:00,кетай как всегда пиз**ц,9
51,9836,2011-03-09T14:43:00+03:00,кегли,19
52,10084,2011-03-09T16:33:00+03:00,КИРПИЧИ,16
53,10681,2011-03-11T11:25:00+03:00,это он зачем так сделал?,4
54,11036,2011-03-11T22:15:00+03:00,это он зачем так сделал?,2
55,11633,2011-03-14T11:47:00+03:00,красный же блеать!,8
56,11633,2011-03-14T11:47:00+03:00,слегка подбили,8
57,11871,2011-03-14T14:55:00+03:00,жизнь сообщества,50
58,12199,2011-03-15T01:55:00+03:00,чотке потсоны,13
59,12409,2011-03-15T23:19:00+03:00,ВНЕЗАПНО!,11
60,12409,2011-03-15T23:19:00+03:00,ничего себе какой он плохой,11
61,12409,2011-03-15T23:19:00+03:00,последние секунды жизни,11
62,12562,2011-03-15T23:42:00+03:00,ВНЕЗАПНО!,7
63,13012,2011-03-16T11:29:00+03:00,дальнобой,5
64,13012,2011-03-16T11:29:00+03:00,ничего себе какой он плохой,5
65,13310,2011-03-16T14:11:00+03:00,красный же блеать!,9
66,13310,2011-03-16T14:11:00+03:00,слегка подбили,9
67,13380,2011-03-16T21:36:00+03:00,господа полицейские,15
68,13380,2011-03-16T21:36:00+03:00,я оператор блеать,15
69,14281,2011-03-17T15:59:00+03:00,кегли,7
70,14281,2011-03-17T15:59:00+03:00,кетай как всегда пиз**ц,7
71,14281,2011-03-17T15:59:00+03:00,хрусты,7
72,14410,2011-03-19T10:48:00+03:00,ничего себе какой он плохой,22
73,14410,2011-03-19T10:48:00+03:00,у меня хрен проскочишь,22
74,14880,2011-03-20T15:15:00+03:00,хрусты,4
75,15492,2011-03-21T19:25:00+03:00,ВНЕЗАПНО!,17
76,15492,2011-03-21T19:25:00+03:00,КИРПИЧИ,17
77,15492,2011-03-21T19:25:00+03:00,лобовуха,17
78,15492,2011-03-21T19:25:00+03:00,последние секунды жизни,17
79,15665,2011-03-22T00:06:00+03:00,ничего себе какой он плохой,12
80,16091,2011-03-22T00:08:00+03:00,слегка подбили,18
81,16323,2011-03-22T00:28:00+03:00,господа полицейские,1
82,16673,2011-03-22T10:57:00+03:00,кетай как всегда пиз**ц,22
83,16673,2011-03-22T10:57:00+03:00,кровь/кешки,22
84,16673,2011-03-22T10:57:00+03:00,ничего себе какой он плохой,22
85,17000,2011-03-22T17:03:00+03:00,красный же блеать!,34
86,17000,2011-03-22T17:03:00+03:00,ничего себе какой он плохой,34
87,17264,2011-03-22T21:20:00+03:00,вышел за пиз*юлями,17
88,17264,2011-03-22T21:20:00+03:00,драка на дороге,17
89,17264,2011-03-22T21:20:00+03:00,кегли,17
90,17545,2011-03-23T13:04:00+03:00,поднимающее настроение,7
91,17545,2011-03-23T13:04:00+03:00,я оператор блеать,7
92,17910,2011-03-23T15:38:00+03:00,кегли,12
93,18019,2011-03-23T15:57:00+03:00,слегка подбили,16
94,18288,2011-03-23T18:52:00+03:00,слегка подбили,4
95,18651,2011-03-23T18:56:00+03:00,кетай как всегда пиз**ц,2
96,18745,2011-03-23T19:05:00+03:00,увернулся сцукован,7
97,18950,2011-03-24T11:12:00+03:00,орабы опять зажгли,14
98,18950,2011-03-24T11:12:00+03:00,последние секунды жизни,14
99,19324,2011-03-24T11:14:00+03:00,слегка подбили,6
100,19701,2011-03-24T18:58:00+03:00,слегка подбили,8
101,19956,2011-03-24T23:44:00+03:00,красный же блеать!,17
102,19956,2011-03-24T23:44:00+03:00,слегка подбили,17
103,19976,2011-03-25T00:41:00+03:00,жизнь сообщества,50
104,20518,2011-03-25T10:55:00+03:00,летчик,20
105,21390,2011-03-25T23:56:00+03:00,дальнобой,9
106,21618,2011-03-26T00:06:00+03:00,тут нужно трогательно прослезиться,7
107,22201,2011-03-26T15:33:00+03:00,слегка подбили,9
108,22339,2011-03-26T16:11:00+03:00,господа полицейские,12
109,22902,2011-03-28T10:58:00+03:00,КИРПИЧИ,6
110,23286,2011-03-28T14:23:00+03:00,ВНЕЗАПНО!,28
111,23286,2011-03-28T14:23:00+03:00,дальнобой,28
112,23286,2011-03-28T14:23:00+03:00,ничего себе какой он плохой,28
113,23824,2011-03-29T10:35:00+03:00,это он зачем так сделал?,19
114,24093,2011-03-29T10:56:00+03:00,на все деньги,21
115,24093,2011-03-29T10:56:00+03:00,ничего себе какой он плохой,21
116,24093,2011-03-29T10:56:00+03:00,обмороженные уроды,21
117,24093,2011-03-29T10:56:00+03:00,синька и норкоманы,21
118,24093,2011-03-29T10:56:00+03:00,чотке потсоны,21
119,24332,2011-03-29T20:46:00+03:00,ничего себе какой он плохой,20
120,24613,2011-03-29T20:56:00+03:00,кетай как всегда пиз**ц,17
121,25225,2011-03-30T09:00:00+03:00,кетай как всегда пиз**ц,30
122,25513,2011-03-30T13:02:00+03:00,все хороши,8
123,25513,2011-03-30T13:02:00+03:00,обмороженные уроды,8
124,25513,2011-03-30T13:02:00+03:00,чотке потсоны,8
125,25816,2011-03-31T09:23:00+03:00,зарубежные новости,6
126,25966,2011-03-31T12:32:00+03:00,маршрутка,10
127,25966,2011-03-31T12:32:00+03:00,чотке потсоны,10
128,26514,2011-04-01T01:09:00+03:00,тп,8
129,26879,2011-04-01T14:55:00+03:00,красный же блеать!,19
130,26887,2011-04-01T15:07:00+03:00,господа полицейские,18
131,26887,2011-04-01T15:07:00+03:00,клянусь матерью твоей - я тя посажу,18
132,26887,2011-04-01T15:07:00+03:00,синька и норкоманы,18
133,27244,2011-04-01T20:36:00+03:00,зарубежные новости,10
134,27719,2011-04-02T15:46:00+03:00,кегли,8
135,27719,2011-04-02T15:46:00+03:00,ничего себе какой он плохой,8
136,27719,2011-04-02T15:46:00+03:00,орабы опять зажгли,8
137,27719,2011-04-02T15:46:00+03:00,это он зачем так сделал?,8
138,28022,2011-04-02T16:23:00+03:00,рожы - ок!,7
139,28022,2011-04-02T16:23:00+03:00,синька и норкоманы,7
140,28426,2011-04-02T22:39:00+03:00,камера на столбе,9
141,28426,2011-04-02T22:39:00+03:00,это он зачем так сделал?,9
142,28186,2011-04-03T12:46:00+03:00,ВНЕЗАПНО!,18
143,28186,2011-04-03T12:46:00+03:00,камера на столбе,18
144,28186,2011-04-03T12:46:00+03:00,тп,18
145,29013,2011-04-05T00:43:00+03:00,кегли,34
146,29013,2011-04-05T00:43:00+03:00,последние секунды жизни,34
147,29256,2011-04-05T01:08:00+03:00,рожы - ок!,7
148,29256,2011-04-05T01:08:00+03:00,синька и норкоманы,7
149,29584,2011-04-05T20:33:00+03:00,зарубежные новости,14
150,29584,2011-04-05T20:33:00+03:00,увернулся сцукован,14
151,29773,2011-04-05T20:39:00+03:00,ВНЕЗАПНО!,33
152,29773,2011-04-05T20:39:00+03:00,ничего себе какой он плохой,33
153,30103,2011-04-06T01:06:00+03:00,ВНЕЗАПНО!,9
154,30345,2011-04-06T20:26:00+03:00,ВНЕЗАПНО!,30
155,30345,2011-04-06T20:26:00+03:00,КИРПИЧИ,30
156,30345,2011-04-06T20:26:00+03:00,лобовуха,30
157,30345,2011-04-06T20:26:00+03:00,на все деньги,30
158,30345,2011-04-06T20:26:00+03:00,тп,30
159,30988,2011-04-07T14:49:00+03:00,у меня хрен проскочишь,5
160,31456,2011-04-07T17:33:00+03:00,ВНЕЗАПНО!,6
161,31456,2011-04-07T17:33:00+03:00,это он зачем так сделал?,6
162,31681,2011-04-07T19:43:00+03:00,авторское видео,15
163,32945,2011-04-09T14:21:00+03:00,ВНЕЗАПНО!,6
164,33038,2011-04-09T17:08:00+03:00,маршрутка,6
165,33038,2011-04-09T17:08:00+03:00,ничего себе какой он плохой,6
166,33281,2011-04-09T17:41:00+03:00,зарубежные новости,2
167,33281,2011-04-09T17:41:00+03:00,погони,2
168,33281,2011-04-09T17:41:00+03:00,тп,2
169,34101,2011-04-12T10:59:00+03:00,ВНЕЗАПНО!,16
170,34101,2011-04-12T10:59:00+03:00,лобовуха,16
171,34101,2011-04-12T10:59:00+03:00,ничего себе какой он плохой,16
172,34101,2011-04-12T10:59:00+03:00,поднимающее настроение,16
173,34344,2011-04-12T14:12:00+03:00,кетай как всегда пиз**ц,7
174,34598,2011-04-12T20:45:00+03:00,лобовуха,15
175,34598,2011-04-12T20:45:00+03:00,ничего себе какой он плохой,15
176,34598,2011-04-12T20:45:00+03:00,синька и норкоманы,15
177,34986,2011-04-12T21:04:00+03:00,синька и норкоманы,16
178,35342,2011-04-13T11:29:00+03:00,хрусты,9
179,35342,2011-04-13T11:29:00+03:00,это он зачем так сделал?,9
180,35827,2011-04-13T11:36:00+03:00,все хороши,3
181,35827,2011-04-13T11:36:00+03:00,кегли,3
182,35827,2011-04-13T11:36:00+03:00,слегка подбили,3
183,36317,2011-04-14T16:38:00+03:00,господа полицейские,44
184,36317,2011-04-14T16:38:00+03:00,драка на дороге,44
185,36317,2011-04-14T16:38:00+03:00,женщина за рулем,44
186,36317,2011-04-14T16:38:00+03:00,тп,44
187,36354,2011-04-14T21:08:00+03:00,кетай как всегда пиз**ц,13
188,36354,2011-04-14T21:08:00+03:00,лобовуха,13
189,36354,2011-04-14T21:08:00+03:00,хрусты,13
190,36730,2011-04-15T11:43:00+03:00,ВНЕЗАПНО!,14
191,36730,2011-04-15T11:43:00+03:00,КИРПИЧИ,14
192,36890,2011-04-15T11:52:00+03:00,слегка подбили,15
193,37575,2011-04-15T15:32:00+03:00,ВНЕЗАПНО!,17
194,37575,2011-04-15T15:32:00+03:00,зарубежные новости,17
195,37575,2011-04-15T15:32:00+03:00,красный же блеать!,17
196,37575,2011-04-15T15:32:00+03:00,лобовуха,17
197,37575,2011-04-15T15:32:00+03:00,слегка подбили,17
198,37575,2011-04-15T15:32:00+03:00,тп,17
199,37714,2011-04-15T18:55:00+03:00,орабы опять зажгли,4
200,38008,2011-04-15T20:46:00+03:00,ВНЕЗАПНО!,15
201,38008,2011-04-15T20:46:00+03:00,камера на столбе,15
202,38008,2011-04-15T20:46:00+03:00,летчик,15
203,38161,2011-04-15T21:05:00+03:00,летчик,18
204,38161,2011-04-15T21:05:00+03:00,у меня хрен проскочишь,18
205,38590,2011-04-15T21:11:00+03:00,кетай как всегда пиз**ц,6
206,38590,2011-04-15T21:11:00+03:00,красный же блеать!,6
207,38590,2011-04-15T21:11:00+03:00,летчик,6
208,38590,2011-04-15T21:11:00+03:00,хрусты,6
209,38590,2011-04-15T21:11:00+03:00,это он зачем так сделал?,6
210,39035,2011-04-16T15:40:00+03:00,камера на столбе,8
211,39035,2011-04-16T15:40:00+03:00,слегка подбили,8
212,39510,2011-04-16T16:06:00+03:00,ничего себе какой он плохой,23
213,39510,2011-04-16T16:06:00+03:00,погони,23
214,39873,2011-04-16T16:28:00+03:00,кетай как всегда пиз**ц,13
215,39873,2011-04-16T16:28:00+03:00,у меня хрен проскочишь,13
216,39873,2011-04-16T16:28:00+03:00,хрусты,13
217,40166,2011-04-17T13:55:00+03:00,кегли,27
218,40166,2011-04-17T13:55:00+03:00,кетай как всегда пиз**ц,27
219,40166,2011-04-17T13:55:00+03:00,хрусты,27
220,40540,2011-04-18T22:29:00+03:00,слегка подбили,21
221,40540,2011-04-18T22:29:00+03:00,у меня хрен проскочишь,21
222,40933,2011-04-18T22:38:00+03:00,хрусты,32
223,40933,2011-04-18T22:38:00+03:00,я оператор блеать,32
224,41112,2011-04-18T22:50:00+03:00,зеркала? Нет не слышал,7
225,41112,2011-04-18T22:50:00+03:00,слегка подбили,7
226,41382,2011-04-18T23:00:00+03:00,все хороши,22
227,41382,2011-04-18T23:00:00+03:00,слегка подбили,22
228,41382,2011-04-18T23:00:00+03:00,у меня хрен проскочишь,22
229,41382,2011-04-18T23:00:00+03:00,это он зачем так сделал?,22
230,41516,2011-04-19T01:50:00+03:00,ВНЕЗАПНО!,1
231,41516,2011-04-19T01:50:00+03:00,камера на столбе,1
232,41516,2011-04-19T01:50:00+03:00,хрусты,1
233,42040,2011-04-19T15:56:00+03:00,ВНЕЗАПНО!,14
234,42040,2011-04-19T15:56:00+03:00,КИРПИЧИ,14
235,42243,2011-04-20T15:21:00+03:00,увернулся сцукован,14
236,42541,2011-04-20T15:32:00+03:00,зарубежные новости,21
237,42541,2011-04-20T15:32:00+03:00,камера на столбе,21
238,42954,2011-04-21T11:11:00+03:00,ВНЕЗАПНО!,15
239,42954,2011-04-21T11:11:00+03:00,тп,15
240,43339,2011-04-21T14:49:00+03:00,ничего себе какой он плохой,13
241,43547,2011-04-22T00:01:00+03:00,неведомая еба*ина,7
242,43944,2011-04-22T10:29:00+03:00,лобовуха,7
243,44065,2011-04-22T10:44:00+03:00,у меня хрен проскочишь,6
244,44065,2011-04-22T10:44:00+03:00,это он зачем так сделал?,6
245,44294,2011-04-22T20:23:00+03:00,хрусты,5
246,44294,2011-04-22T20:23:00+03:00,это он зачем так сделал?,5
247,45035,2011-04-23T22:25:00+03:00,легкий грузовик наказания,7
248,45035,2011-04-23T22:25:00+03:00,слегка подбили,7
249,45460,2011-04-23T22:52:00+03:00,кетай как всегда пиз**ц,5
250,45460,2011-04-23T22:52:00+03:00,ничего себе какой он плохой,5
251,45868,2011-04-25T12:46:00+03:00,зарубежные новости,9
252,46228,2011-04-25T13:56:00+03:00,летчик,11
253,46228,2011-04-25T13:56:00+03:00,последние секунды жизни,11
254,47276,2011-04-26T10:57:00+03:00,женщина за рулем,14
255,47276,2011-04-26T10:57:00+03:00,слегка подбили,14
256,47276,2011-04-26T10:57:00+03:00,у меня хрен проскочишь,14
257,46803,2011-04-26T11:15:00+03:00,ничего себе какой он плохой,9
258,46803,2011-04-26T11:15:00+03:00,у меня хрен проскочишь,9
259,46803,2011-04-26T11:15:00+03:00,это он зачем так сделал?,9
260,46958,2011-04-26T11:25:00+03:00,ВНЕЗАПНО!,18
261,46958,2011-04-26T11:25:00+03:00,летчик,18
262,46958,2011-04-26T11:25:00+03:00,ничего себе какой он плохой,18
263,46958,2011-04-26T11:25:00+03:00,с днем рождения,18
264,47654,2011-04-26T12:09:00+03:00,зеркала? Нет не слышал,13
265,47654,2011-04-26T12:09:00+03:00,у меня хрен проскочишь,13
266,48101,2011-04-26T14:00:00+03:00,летчик,15
267,48101,2011-04-26T14:00:00+03:00,хрусты,15
268,48527,2011-04-26T22:17:00+03:00,кегли,6
269,48527,2011-04-26T22:17:00+03:00,тп,6
270,48527,2011-04-26T22:17:00+03:00,у меня хрен проскочишь,6
271,48838,2011-04-26T22:46:00+03:00,погони,8
272,49536,2011-04-28T12:37:00+03:00,у меня хрен проскочишь,7
273,50119,2011-04-29T01:55:00+03:00,хрусты,5
274,50425,2011-04-29T02:06:00+03:00,хрусты,10
275,50438,2011-04-29T02:10:00+03:00,зарубежные новости,7
276,50438,2011-04-29T02:10:00+03:00,последние секунды жизни,7
277,51190,2011-04-29T20:47:00+03:00,красный же блеать!,6
278,51190,2011-04-29T20:47:00+03:00,летчик,6
279,51475,2011-04-29T20:57:00+03:00,ВНЕЗАПНО!,1
280,51475,2011-04-29T20:57:00+03:00,кегли,1
281,51475,2011-04-29T20:57:00+03:00,летчик,1
282,51850,2011-04-29T21:17:00+03:00,рвёт шаблон,14
283,51850,2011-04-29T21:17:00+03:00,с днем рождения,14
284,52296,2011-05-03T01:52:00+03:00,это он зачем так сделал?,12
285,52522,2011-05-03T01:59:00+03:00,увернулся сцукован,21
286,53202,2011-05-03T18:53:00+03:00,у меня хрен проскочишь,7
287,53202,2011-05-03T18:53:00+03:00,хрусты,7
288,53265,2011-05-03T18:59:00+03:00,это нужно слушать,27
289,53721,2011-05-04T10:50:00+03:00,красный же блеать!,51
290,53995,2011-05-05T12:06:00+03:00,у меня хрен проскочишь,5
291,53995,2011-05-05T12:06:00+03:00,хрусты,5
292,54191,2011-05-05T12:12:00+03:00,ничего себе какой он плохой,7
293,54191,2011-05-05T12:12:00+03:00,это он зачем так сделал?,7
294,54505,2011-05-05T12:19:00+03:00,КИРПИЧИ,21
295,54881,2011-05-06T11:21:00+03:00,ВНЕЗАПНО!,13
296,54881,2011-05-06T11:21:00+03:00,женщина за рулем,13
297,54881,2011-05-06T11:21:00+03:00,тп,13
298,55195,2011-05-06T11:40:00+03:00,кегли,9
299,55195,2011-05-06T11:40:00+03:00,кровь/кешки,9
300,55195,2011-05-06T11:40:00+03:00,ничего себе какой он плохой,9
301,55195,2011-05-06T11:40:00+03:00,это он зачем так сделал?,9
302,55433,2011-05-06T11:51:00+03:00,зарубежные новости,9
303,55433,2011-05-06T11:51:00+03:00,это он зачем так сделал?,9
304,56300,2011-05-10T16:31:00+03:00,зарубежные новости,20
305,56300,2011-05-10T16:31:00+03:00,это он зачем так сделал?,20
306,56455,2011-05-10T16:35:00+03:00,кегли,15
307,56577,2011-05-10T18:05:00+03:00,ничего себе какой он плохой,7
308,56577,2011-05-10T18:05:00+03:00,синька и норкоманы,7
309,56910,2011-05-10T21:00:00+03:00,камера на столбе,22
310,56910,2011-05-10T21:00:00+03:00,обмороженные уроды,22
311,56910,2011-05-10T21:00:00+03:00,поднимающее настроение,22
312,56910,2011-05-10T21:00:00+03:00,синька и норкоманы,22
313,57341,2011-05-11T02:27:00+03:00,жизнь сообщества,58
314,57788,2011-05-11T03:35:00+03:00,маршрутка,8
315,57788,2011-05-11T03:35:00+03:00,ничего себе какой он плохой,8
316,57859,2011-05-11T12:58:00+03:00,зарубежные новости,7
317,57859,2011-05-11T12:58:00+03:00,ничего себе какой он плохой,7
318,58431,2011-05-11T20:43:00+03:00,кегли,13
319,58275,2011-05-11T22:35:00+03:00,ВНЕЗАПНО!,9
320,58275,2011-05-11T22:35:00+03:00,ничего себе какой он плохой,9
321,58275,2011-05-11T22:35:00+03:00,чотке потсоны,9
322,58701,2011-05-11T23:16:00+03:00,кегли,6
323,59083,2011-05-12T11:04:00+03:00,на все деньги,20
324,59083,2011-05-12T11:04:00+03:00,ничего себе какой он плохой,20
325,59083,2011-05-12T11:04:00+03:00,погони,20
326,59083,2011-05-12T11:04:00+03:00,чотке потсоны,20
327,59370,2011-05-12T11:31:00+03:00,ВНЕЗАПНО!,9
328,59501,2011-05-12T11:42:00+03:00,кегли,10
329,59501,2011-05-12T11:42:00+03:00,последние секунды жизни,10
330,59762,2011-05-12T16:14:00+03:00,зарубежные новости,20
331,60108,2011-05-13T04:19:00+03:00,у меня хрен проскочишь,5
332,60386,2011-05-13T14:16:00+03:00,ВНЕЗАПНО!,24
333,60386,2011-05-13T14:16:00+03:00,женщина за рулем,24
334,60386,2011-05-13T14:16:00+03:00,камера на столбе,24
335,60386,2011-05-13T14:16:00+03:00,на все деньги,24
336,60386,2011-05-13T14:16:00+03:00,ничего себе какой он плохой,24
337,60386,2011-05-13T14:16:00+03:00,у меня хрен проскочишь,24
338,60386,2011-05-13T14:16:00+03:00,это он зачем так сделал?,24
339,60586,2011-05-13T14:48:00+03:00,слегка подбили,7
340,60586,2011-05-13T14:48:00+03:00,хрусты,7
341,60798,2011-05-13T15:02:00+03:00,камера на столбе,7
342,60798,2011-05-13T15:02:00+03:00,последние секунды жизни,7
343,60798,2011-05-13T15:02:00+03:00,хрусты,7
344,60798,2011-05-13T15:02:00+03:00,это он зачем так сделал?,7
345,61097,2011-05-13T15:40:00+03:00,все хороши,21
346,61097,2011-05-13T15:40:00+03:00,тошнот,21
347,61097,2011-05-13T15:40:00+03:00,чотке потсоны,21
348,61097,2011-05-13T15:40:00+03:00,это он зачем так сделал?,21
349,61281,2011-05-14T16:44:00+03:00,кегли,7
350,61281,2011-05-14T16:44:00+03:00,лобовуха,7
351,61281,2011-05-14T16:44:00+03:00,слегка подбили,7
352,61629,2011-05-14T17:06:00+03:00,ВНЕЗАПНО!,7
353,61629,2011-05-14T17:06:00+03:00,ничего себе какой он плохой,7
354,61629,2011-05-14T17:06:00+03:00,это он зачем так сделал?,7
355,61745,2011-05-14T17:24:00+03:00,камера на столбе,4
356,61745,2011-05-14T17:24:00+03:00,красный же блеать!,4
357,62004,2011-05-14T21:35:00+03:00,женщина за рулем,4
358,62358,2011-05-15T14:54:00+03:00,кетай как всегда пиз**ц,6
359,62358,2011-05-15T14:54:00+03:00,у меня хрен проскочишь,6
360,62555,2011-05-15T23:04:00+03:00,это он зачем так сделал?,30
361,62764,2011-05-15T23:10:00+03:00,слегка подбили,4
362,62764,2011-05-15T23:10:00+03:00,шашки на дороге,4
363,63228,2011-05-15T23:26:00+03:00,тормоза отказали,9
364,63297,2011-05-15T23:51:00+03:00,господа полицейские,13
365,63297,2011-05-15T23:51:00+03:00,погони,13
366,63625,2011-05-16T12:25:00+03:00,это он зачем так сделал?,17
367,63744,2011-05-16T12:32:00+03:00,кегли,22
368,63744,2011-05-16T12:32:00+03:00,хрусты,22
369,64338,2011-05-16T16:11:00+03:00,ничего себе какой он плохой,9
370,64807,2011-05-16T17:56:00+03:00,ВНЕЗАПНО!,16
371,64563,2011-05-16T18:42:00+03:00,летчик,5
372,64563,2011-05-16T18:42:00+03:00,лобовуха,5
373,64563,2011-05-16T18:42:00+03:00,у меня хрен проскочишь,5
374,65033,2011-05-16T19:22:00+03:00,ВНЕЗАПНО!,17
375,65793,2011-05-17T10:40:00+03:00,последние секунды жизни,7
376,66106,2011-05-17T11:40:00+03:00,господа полицейские,22
377,66106,2011-05-17T11:40:00+03:00,синька и норкоманы,22
378,66562,2011-05-17T17:19:00+03:00,ВНЕЗАПНО!,23
379,66562,2011-05-17T17:19:00+03:00,кегли,23
380,66562,2011-05-17T17:19:00+03:00,красный же блеать!,23
381,67006,2011-05-17T18:38:00+03:00,господа полицейские,11
382,67006,2011-05-17T18:38:00+03:00,драка,11
383,67272,2011-05-17T21:12:00+03:00,слегка подбили,6
384,67272,2011-05-17T21:12:00+03:00,у меня хрен проскочишь,6
385,67581,2011-05-17T21:21:00+03:00,КИРПИЧИ,23
386,67581,2011-05-17T21:21:00+03:00,зарубежные новости,23
387,67581,2011-05-17T21:21:00+03:00,последние секунды жизни,23
388,67826,2011-05-18T10:53:00+03:00,кетай как всегда пиз**ц,5
389,67826,2011-05-18T10:53:00+03:00,лобовуха,5
390,67826,2011-05-18T10:53:00+03:00,хрусты,5
391,68051,2011-05-18T11:03:00+03:00,ВНЕЗАПНО!,3
392,68266,2011-05-18T12:16:00+03:00,дальнобой,8
393,68266,2011-05-18T12:16:00+03:00,кегли,8
394,68266,2011-05-18T12:16:00+03:00,у меня хрен проскочишь,8
395,68448,2011-05-18T12:18:00+03:00,женщина за рулем,10
396,68448,2011-05-18T12:18:00+03:00,лобовуха,10
397,68448,2011-05-18T12:18:00+03:00,тп,10
398,68693,2011-05-18T18:29:00+03:00,кегли,9
399,69083,2011-05-19T10:58:00+03:00,ВНЕЗАПНО!,14
400,69083,2011-05-19T10:58:00+03:00,последние секунды жизни,14
401,69083,2011-05-19T10:58:00+03:00,у меня хрен проскочишь,14
402,69083,2011-05-19T10:58:00+03:00,хрусты,14
403,69194,2011-05-19T11:40:00+03:00,рвёт шаблон,26
404,69194,2011-05-19T11:40:00+03:00,сумасшедшие,26
405,69194,2011-05-19T11:40:00+03:00,хата - ок!,26
406,69643,2011-05-19T14:09:00+03:00,КИРПИЧИ,7
407,69643,2011-05-19T14:09:00+03:00,увернулся сцукован,7
408,70026,2011-05-19T15:10:00+03:00,женщина за рулем,36
409,70026,2011-05-19T15:10:00+03:00,тп,36
410,70185,2011-05-19T19:09:00+03:00,кровь/кешки,31
411,70627,2011-05-19T19:25:00+03:00,ВНЕЗАПНО!,5
412,70627,2011-05-19T19:25:00+03:00,камера на столбе,5
413,70627,2011-05-19T19:25:00+03:00,последние секунды жизни,5
414,70737,2011-05-19T19:48:00+03:00,летчик,12
415,70737,2011-05-19T19:48:00+03:00,у меня хрен проскочишь,12
416,71141,2011-05-20T11:16:00+03:00,лобовуха,23
417,71141,2011-05-20T11:16:00+03:00,тп,23
418,71450,2011-05-20T13:21:00+03:00,маршрутка,6
419,71450,2011-05-20T13:21:00+03:00,у меня хрен проскочишь,6
420,71752,2011-05-20T13:38:00+03:00,лобовуха,2
421,71752,2011-05-20T13:38:00+03:00,это он зачем так сделал?,2
422,72150,2011-05-20T18:51:00+03:00,камера на столбе,7
423,72374,2011-05-22T18:51:00+03:00,ничего себе какой он плохой,15
424,72374,2011-05-22T18:51:00+03:00,у меня хрен проскочишь,15
425,72683,2011-05-23T11:31:00+03:00,маршрутка,10
426,72683,2011-05-23T11:31:00+03:00,слегка подбили,10
