# строка, id поста, автор, теги, дата поста, число комментов
line_number,post_id,autor,tags,date,comment_count

1,618,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[неведомая еба*ина],2011-01-30T18:48:00+03:00,24
2,838,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[],2011-01-30T21:09:00+03:00,11
3,1229,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[],2011-01-31T10:57:00+03:00,4
4,1435,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[],2011-01-31T11:05:00+03:00,1
5,1682,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[лобовуха,хрусты],2011-01-31T16:02:00+03:00,2
6,1962,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[],2011-01-31T16:15:00+03:00,2
7,2300,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[синька и норкоманы,тп],2011-02-01T15:06:00+03:00,1
8,2375,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[],2011-02-01T15:28:00+03:00,5
9,2680,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[чотке потсоны],2011-02-01T15:52:00+03:00,9
10,3070,zeka_vasch (http://zeka-vasch.livejournal.com/),[кетай как всегда пиз**ц],2011-02-01T23:08:00+03:00,4
11,3258,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[вышел за пиз*юлями,чотке потсоны],2011-02-02T13:09:00+03:00,7
12,3531,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[],2011-02-02T17:37:00+03:00,closed
13,3780,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[чотке потсоны,это он зачем так сделал?],2011-02-03T18:28:00+03:00,5
14,4017,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[],2011-02-04T14:07:00+03:00,7
15,4220,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[],2011-02-04T17:05:00+03:00,4
16,4601,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[кетай как всегда пиз**ц],2011-02-07T16:21:00+03:00,2
17,4861,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[господа полицейские,погони],2011-02-09T17:22:00+03:00,7
18,5085,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[],2011-02-10T19:08:00+03:00,5
19,5380,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[камера на столбе,ничего себе какой он плохой,у меня хрен проскочишь],2011-02-16T10:51:00+03:00,8
20,5768,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[рожы - ок!,хата - ок!,чотке потсоны],2011-02-18T15:24:00+03:00,6
21,5916,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[ВНЕЗАПНО!,ничего себе какой он плохой],2011-02-19T14:27:00+03:00,18
22,6389,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[зарубежные новости,ничего себе какой он плохой,чотке потсоны],2011-02-22T13:27:00+03:00,6
23,6615,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[рожы - ок!,синька и норкоманы,чотке потсоны],2011-02-22T14:27:00+03:00,5
24,6897,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[чотке потсоны],2011-02-27T13:52:00+03:00,2
25,7095,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[кетай как всегда пиз**ц],2011-02-28T13:36:00+03:00,4
26,7177,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[],2011-03-02T00:46:00+03:00,1
27,7558,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[ВНЕЗАПНО!,слегка подбили],2011-03-06T20:45:00+03:00,7
28,7767,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[кетай как всегда пиз**ц],2011-03-06T21:17:00+03:00,13
29,7946,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[КИРПИЧИ,ничего себе какой он плохой,последние секунды жизни,это он зачем так сделал?],2011-03-08T00:16:00+03:00,34
30,8340,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[ВНЕЗАПНО!,КИРПИЧИ,лобовуха],2011-03-08T02:08:00+03:00,13
31,8527,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[ВНЕЗАПНО!,камера на столбе],2011-03-08T02:28:00+03:00,18
32,8909,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[чотке потсоны],2011-03-08T15:59:00+03:00,9
33,9003,byglyckp (http://byglyckp.livejournal.com/),[кровь/кешки,ничего себе какой он плохой,рвёт шаблон,чотке потсоны,это он зачем так сделал?],2011-03-08T19:21:00+03:00,11
34,9223,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[слегка подбили],2011-03-09T00:38:00+03:00,6
35,9642,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[кетай как всегда пиз**ц],2011-03-09T14:25:00+03:00,9
36,9836,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[кегли],2011-03-09T14:43:00+03:00,19
37,10084,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[КИРПИЧИ],2011-03-09T16:33:00+03:00,16
38,10681,byglyckp (http://byglyckp.livejournal.com/),[это он зачем так сделал?],2011-03-11T11:25:00+03:00,4
39,10918,byglyckp (http://byglyckp.livejournal.com/),[],2011-03-11T11:29:00+03:00,5
40,11036,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[это он зачем так сделал?],2011-03-11T22:15:00+03:00,2
41,11633,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[красный же блеать!,слегка подбили],2011-03-14T11:47:00+03:00,8
42,11871,little_rich (http://little-rich.livejournal.com/),[жизнь сообщества],2011-03-14T14:55:00+03:00,50
43,12199,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[чотке потсоны],2011-03-15T01:55:00+03:00,13
44,12409,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[ВНЕЗАПНО!,ничего себе какой он плохой,последние секунды жизни],2011-03-15T23:19:00+03:00,11
45,12562,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[ВНЕЗАПНО!],2011-03-15T23:42:00+03:00,7
46,13012,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[дальнобой,ничего себе какой он плохой],2011-03-16T11:29:00+03:00,5
47,13310,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[красный же блеать!,слегка подбили],2011-03-16T14:11:00+03:00,9
48,13380,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[господа полицейские,я оператор блеать],2011-03-16T21:36:00+03:00,15
49,13631,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[],2011-03-17T00:48:00+03:00,10
50,13844,byglyckp (http://byglyckp.livejournal.com/),[],2011-03-17T09:12:00+03:00,18
51,14281,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[кегли,кетай как всегда пиз**ц,хрусты],2011-03-17T15:59:00+03:00,7
52,14410,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[ничего себе какой он плохой,у меня хрен проскочишь],2011-03-19T10:48:00+03:00,22
53,14880,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[хрусты],2011-03-20T15:15:00+03:00,4
54,15127,noncompratible (http://noncompratible.livejournal.com/),[],2011-03-20T18:02:00+03:00,3
55,15492,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[ВНЕЗАПНО!,КИРПИЧИ,лобовуха,последние секунды жизни],2011-03-21T19:25:00+03:00,17
56,15665,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[ничего себе какой он плохой],2011-03-22T00:06:00+03:00,12
57,16091,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[слегка подбили],2011-03-22T00:08:00+03:00,18
58,16323,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[господа полицейские],2011-03-22T00:28:00+03:00,1
59,16673,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[кетай как всегда пиз**ц,кровь/кешки,ничего себе какой он плохой],2011-03-22T10:57:00+03:00,22
60,17000,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[красный же блеать!,ничего себе какой он плохой],2011-03-22T17:03:00+03:00,34
61,17264,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[вышел за пиз*юлями,драка на дороге,кегли],2011-03-22T21:20:00+03:00,17
62,17545,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[поднимающее настроение,я оператор блеать],2011-03-23T13:04:00+03:00,7
63,17910,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[кегли],2011-03-23T15:38:00+03:00,12
64,18019,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[слегка подбили],2011-03-23T15:57:00+03:00,16
65,18288,maxru (http://maxru.livejournal.com/),[слегка подбили],2011-03-23T18:52:00+03:00,4
66,18651,maxru (http://maxru.livejournal.com/),[кетай как всегда пиз**ц],2011-03-23T18:56:00+03:00,2
67,18745,maxru (http://maxru.livejournal.com/),[увернулся сцукован],2011-03-23T19:05:00+03:00,7
68,18950,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[орабы опять зажгли,последние секунды жизни],2011-03-24T11:12:00+03:00,14
69,19324,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[слегка подбили],2011-03-24T11:14:00+03:00,6
70,19701,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[слегка подбили],2011-03-24T18:58:00+03:00,8
71,19956,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[красный же блеать!,слегка подбили],2011-03-24T23:44:00+03:00,17
72,19976,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[жизнь сообщества],2011-03-25T00:41:00+03:00,50
73,20518,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[летчик],2011-03-25T10:55:00+03:00,20
74,21390,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[дальнобой],2011-03-25T23:56:00+03:00,9
75,21618,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[тут нужно трогательно прослезиться],2011-03-26T00:06:00+03:00,7
76,22201,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[слегка подбили],2011-03-26T15:33:00+03:00,9
77,22339,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[господа полицейские],2011-03-26T16:11:00+03:00,12
78,22572,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[],2011-03-27T20:18:00+03:00,15
79,22902,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[КИРПИЧИ],2011-03-28T10:58:00+03:00,6
80,23286,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[ВНЕЗАПНО!,дальнобой,ничего себе какой он плохой],2011-03-28T14:23:00+03:00,28
81,23824,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[это он зачем так сделал?],2011-03-29T10:35:00+03:00,19
82,24093,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[на все деньги,ничего себе какой он плохой,обмороженные уроды,синька и норкоманы,чотке потсоны],2011-03-29T10:56:00+03:00,21
83,24332,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[ничего себе какой он плохой],2011-03-29T20:46:00+03:00,20
84,24613,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[кетай как всегда пиз**ц],2011-03-29T20:56:00+03:00,17
85,25008,kvasin (http://kvasin.livejournal.com/),[],2011-03-30T01:00:00+03:00,26
86,25225,zhuq (http://zhuq.livejournal.com/),[кетай как всегда пиз**ц],2011-03-30T09:00:00+03:00,30
87,25513,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[все хороши,обмороженные уроды,чотке потсоны],2011-03-30T13:02:00+03:00,8
88,25816,rttv (http://rttv.livejournal.com/),[зарубежные новости],2011-03-31T09:23:00+03:00,6
89,25966,maxru (http://maxru.livejournal.com/),[маршрутка,чотке потсоны],2011-03-31T12:32:00+03:00,10
90,26157,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[],2011-04-01T00:59:00+03:00,6
91,26514,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[тп],2011-04-01T01:09:00+03:00,8
92,26879,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[красный же блеать!],2011-04-01T14:55:00+03:00,19
93,26887,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[господа полицейские,клянусь матерью твоей - я тя посажу,синька и норкоманы],2011-04-01T15:07:00+03:00,18
94,27244,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[зарубежные новости],2011-04-01T20:36:00+03:00,10
95,27602,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[],2011-04-02T03:18:00+03:00,9
96,27719,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[кегли,ничего себе какой он плохой,орабы опять зажгли,это он зачем так сделал?],2011-04-02T15:46:00+03:00,8
97,28022,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[рожы - ок!,синька и норкоманы],2011-04-02T16:23:00+03:00,7
98,28426,gulih (http://gulih.livejournal.com/),[камера на столбе,это он зачем так сделал?],2011-04-02T22:39:00+03:00,9
99,28186,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[ВНЕЗАПНО!,камера на столбе,тп],2011-04-03T12:46:00+03:00,18
100,28745,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[],2011-04-04T01:39:00+03:00,4
101,29013,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[кегли,последние секунды жизни],2011-04-05T00:43:00+03:00,34
102,29256,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[рожы - ок!,синька и норкоманы],2011-04-05T01:08:00+03:00,7
103,29584,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[зарубежные новости,увернулся сцукован],2011-04-05T20:33:00+03:00,14
104,29773,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[ВНЕЗАПНО!,ничего себе какой он плохой],2011-04-05T20:39:00+03:00,33
105,30103,keedpr1 (http://keedpr1.livejournal.com/),[ВНЕЗАПНО!],2011-04-06T01:06:00+03:00,9
106,30345,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[ВНЕЗАПНО!,КИРПИЧИ,лобовуха,на все деньги,тп],2011-04-06T20:26:00+03:00,30
107,30571,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[],2011-04-07T01:08:00+03:00,13
108,30943,zeka_vasch (http://zeka-vasch.livejournal.com/),[],2011-04-07T10:16:00+03:00,1
109,30988,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[у меня хрен проскочишь],2011-04-07T14:49:00+03:00,5
110,31456,bazagps (http://bazagps.livejournal.com/),[ВНЕЗАПНО!,это он зачем так сделал?],2011-04-07T17:33:00+03:00,6
111,31681,zhuq (http://zhuq.livejournal.com/),[авторское видео],2011-04-07T19:43:00+03:00,15
112,31808,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[],2011-04-08T16:21:00+03:00,9
113,32003,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[],2011-04-09T03:50:00+03:00,24
114,32615,mega_kega (http://mega-kega.livejournal.com/),[],2011-04-09T10:55:00+03:00,4
115,32945,mega_kega (http://mega-kega.livejournal.com/),[ВНЕЗАПНО!],2011-04-09T14:21:00+03:00,6
116,33038,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[маршрутка,ничего себе какой он плохой],2011-04-09T17:08:00+03:00,6
117,33281,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[зарубежные новости,погони,тп],2011-04-09T17:41:00+03:00,2
118,33725,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[],2011-04-11T21:01:00+03:00,9
119,33936,dudo_moroni (http://dudo-moroni.livejournal.com/),[],2011-04-11T23:33:00+03:00,15
120,34101,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[ВНЕЗАПНО!,лобовуха,ничего себе какой он плохой,поднимающее настроение],2011-04-12T10:59:00+03:00,16
121,34344,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[кетай как всегда пиз**ц],2011-04-12T14:12:00+03:00,7
122,34598,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[лобовуха,ничего себе какой он плохой,синька и норкоманы],2011-04-12T20:45:00+03:00,15
123,34986,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[синька и норкоманы],2011-04-12T21:04:00+03:00,16
124,35342,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[хрусты,это он зачем так сделал?],2011-04-13T11:29:00+03:00,9
125,35827,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[все хороши,кегли,слегка подбили],2011-04-13T11:36:00+03:00,3
126,35899,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[],2011-04-13T20:50:00+03:00,14
127,36317,zhuq (http://zhuq.livejournal.com/),[господа полицейские,драка на дороге,женщина за рулем,тп],2011-04-14T16:38:00+03:00,44
128,36354,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[кетай как всегда пиз**ц,лобовуха,хрусты],2011-04-14T21:08:00+03:00,13
129,36730,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[ВНЕЗАПНО!,КИРПИЧИ],2011-04-15T11:43:00+03:00,14
130,36890,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[слегка подбили],2011-04-15T11:52:00+03:00,15
131,37575,intex17 (http://intex17.livejournal.com/),[ВНЕЗАПНО!,зарубежные новости,красный же блеать!,лобовуха,слегка подбили,тп],2011-04-15T15:32:00+03:00,17
132,37714,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[орабы опять зажгли],2011-04-15T18:55:00+03:00,4
133,38008,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[ВНЕЗАПНО!,камера на столбе,летчик],2011-04-15T20:46:00+03:00,15
134,38161,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[летчик,у меня хрен проскочишь],2011-04-15T21:05:00+03:00,18
135,38590,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[кетай как всегда пиз**ц,красный же блеать!,летчик,хрусты,это он зачем так сделал?],2011-04-15T21:11:00+03:00,6
136,39035,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[камера на столбе,слегка подбили],2011-04-16T15:40:00+03:00,8
137,39242,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[],2011-04-16T15:57:00+03:00,11
138,39510,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[ничего себе какой он плохой,погони],2011-04-16T16:06:00+03:00,23
139,39873,v_glaza_smotri (http://v-glaza-smotri.livejournal.com/),[кетай как всегда пиз**ц,у меня хрен проскочишь,хрусты],2011-04-16T16:28:00+03:00,13
